Dst Port,Pkt Size Avg,Pkt Len Mean,Flow Duration,Flow IAT Max,Bwd Pkts/s,Bwd Header Len,Fwd Header Len,Init Fwd Win Byts,Fwd Seg Size Min,Label
80,0.0,0.0,5766,5766.0,0.0,0,40,32738,20,DDOS attack-HOIC
445,0.0,0.0,106148,104896.0,9.4208086822,32,72,8192,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
80,126.25,112.2222222222,5008303,4942372.0,0.7986737224,92,92,8192,20,Brute Force -Web
80,0.0,0.0,22,22.0,0.0,0,40,2051,20,Brute Force -Web
1095,0.0,0.0,6,6.0,166666.6667,20,24,1024,24,Infilteration
443,32.5142857143,31.6111111111,116099199,10010226.0,0.1464265055,484,372,8192,20,Benign
21,0.0,0.0,3,3.0,333333.333333333,20,40,26883,40,FTP-BruteForce
59581,0.0,0.0,32,32.0,0.0,0,40,260,20,Benign
80,0.0,0.0,19,19.0,0.0,0,40,2047,20,Brute Force -Web
33354,0.0,0.0,2,2.0,500000.0,20,24,1024,24,Infilteration
28049,0.0,0.0,86118198,86118198.0,0.0,0,40,62558,20,Benign
53,48.0,38.4,56229,55475.0,35.5688345871,16,16,-1,8,Benign
80,801.2345276873,798.6331168831,58458574,1027196.0,1.7790375797,2092,4072,8192,20,Brute Force -XSS
464,0.0,0.0,2,2.0,500000.0,20,24,1024,24,Infilteration
53,69.5,46.33333333,256,256.0,3906.25,8,8,-1,8,Benign
80,0.0,0.0,1544,1544.0,0.0,0,40,32738,20,DDOS attack-HOIC
3389,181.2666667,169.9375,1128146,953107.0,6.204870646,152,172,8192,20,Benign
445,0.0,0.0,211499,210382.0,4.728154743,32,72,8192,20,Benign
53,96.0,64.0,2514,2514.0,397.7724741,8,8,-1,8,Benign
51526,7.75,6.2,76,75.0,13157.89474,20,60,982,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
51161,65.0,56.875,15898,14216.0,125.8019877,40,124,8192,20,Bot
58286,0.0,0.0,44,44.0,0.0,0,40,256,20,Benign
53,68.0,45.3333333333,538,538.0,1858.7360594796,8,8,-1,8,Benign
39750,161.125,143.2222222,4338489,4183869.0,0.691484985,104,168,219,32,Benign
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
3389,160.5294118,151.6111111,7583327,4115298.0,0.923077694,152,212,8192,20,Benign
54344,182.0,159.25,19523,18936.0,102.443272,40,124,65535,20,Benign
51481,0.0,0.0,25,25.0,0.0,0,40,259,20,Benign
21,0.0,0.0,3,3.0,333333.3333,20,40,26883,40,DoS attacks-SlowHTTPTest
3389,138.6,132.0,11178636,6695238.0,0.715650818,172,264,8192,20,Benign
80,496.0622568093,494.1395348837,56947722,1143099.0,1.8262363506,2092,3072,8192,20,Brute Force -Web
443,145.5952380952,142.2093023256,117335403,58124462.0,0.1874966927,452,412,8192,20,Benign
53,78.5,52.3333333333,1960,1960.0,510.2040816327,8,8,-1,8,Benign
445,50.6666666667,45.6,507605,170272.0,7.8801430246,92,112,8192,20,Benign
22,0.0,0.0,6,6.0,166666.666666667,32,32,241,32,SSH-Bruteforce
22,0.0,0.0,7,7.0,142857.142857143,32,32,241,32,SSH-Bruteforce
80,55.8571428571,48.875,1035,327.0,3864.7342995169,92,72,8192,20,Benign
62905,0.0,0.0,47,47.0,0.0,0,40,256,20,Benign
80,32.00022202,32.0,119769768,588801.0,0.0,0,1153048,-1,8,DDOS attack-LOIC-UDP
80,0.0,0.0,13,13.0,0.0,0,40,2051,20,Brute Force -Web
63595,172.4285714,150.875,1236,738.0,1618.122977,40,124,65535,20,Benign
80,32.00014576,32.0,119820553,591420.0,0.0,0,1756312,-1,8,DDOS attack-LOIC-UDP
53,86.0,57.33333333,258,258.0,3875.968992,8,8,-1,8,Infilteration
80,0.0,0.0,1206,1206.0,0.0,0,40,32738,20,DDOS attack-HOIC
53,109.5,73.0,725,725.0,1379.310345,8,8,-1,8,Benign
443,194.53125,188.6363636364,118290311,58935886.0,0.1437142219,352,312,8192,20,Benign
443,329.5,307.5333333333,489835,291411.0,16.3320301734,172,132,8192,20,Benign
80,32.00027259,32.0,119957238,943428.0,0.0,0,939136,-1,8,DDOS attack-LOIC-UDP
80,140.5555555556,133.1578947368,107227554,53218798.0,0.0279778834,100,496,26883,32,DoS attacks-Slowloris
500,583.3333333333,500.0,89479078,41990222.0,0.0,0,48,-1,8,Brute Force -Web
53,69.5,46.33333333,528,528.0,1893.939394,8,8,-1,8,Benign
80,115.375,102.5555555556,5010281,4944897.0,0.7983584154,92,92,8192,20,SQL Injection
80,0.0,0.0,1974099,1974099.0,0.0,0,64,226,32,DoS attacks-GoldenEye
52082,0.0,0.0,17,17.0,58823.52941,20,20,117,20,Infilteration
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
443,312.2857142857,291.4666666667,20680491,20456565.0,0.3868380108,172,132,8192,20,Benign
80,32.00023647,32.0,119741325,638918.0,0.0,0,1082600,-1,8,DDOS attack-LOIC-UDP
53,115.5,77.0,1404,1404.0,712.2507123,8,8,-1,8,Benign
52988,35.25,28.2,133,109.0,7518.796992,20,60,119,20,Benign
80,0.0,0.0,3035950,2016035.0,0.0,0,120,26883,40,DoS attacks-Slowloris
53,82.0,65.6,106507,76352.0,18.77810848,16,16,-1,8,Benign
53,81.5,54.3333333333,277,277.0,3610.1083032491,8,8,-1,8,Benign
58967,168.8571429,147.75,1286,769.0,1555.209953,40,124,65535,20,Benign
53,63.5,42.3333333333,246,246.0,4065.0406504065,8,8,-1,8,Benign
80,32.00034577,32.0,119690890,744895.0,0.0,0,740368,-1,8,DDOS attack-LOIC-UDP
8080,0.0,0.0,470,470.0,0.0,0,40,2052,20,Bot
80,974.7685185185,965.8256880734,58882,19179.0,1256.750789715,1492,692,8192,20,Benign
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
3389,181.6666667,170.3125,2442173,953167.0,2.866299808,152,172,8192,20,Benign
80,0.0,0.0,1994227,1994227.0,0.0,0,64,226,32,DoS attacks-GoldenEye
80,184.7142857,161.625,45017,37914.0,88.85532132,136,104,26883,32,DoS attacks-Hulk
80,802.4006514658,799.7954545455,56788783,1019713.0,1.8313475744,2092,4072,8192,20,Brute Force -XSS
52089,25.33333333,19.0,2697,2679.0,370.7823508,20,40,114,20,Benign
500,583.3333333333,500.0,89479850,41988062.0,0.0,0,48,-1,8,Brute Force -XSS
80,0.0,0.0,390,390.0,0.0,0,40,2047,20,Brute Force -Web
80,155.5,138.2222222222,11393764,6391857.0,0.351069234,136,136,26883,32,DoS attacks-GoldenEye
53,110.0,73.3333333333,59098,59098.0,16.9210463975,8,8,-1,8,Benign
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
53,103.5,82.8,76637,74994.0,26.09705495,16,16,-1,8,Benign
53,81.5,54.3333333333,275,275.0,3636.3636363636,8,8,-1,8,Benign
22,0.0,0.0,4,4.0,250000.0,32,32,241,32,SSH-Bruteforce
53,109.5,73.0,915,915.0,1092.8961748634,8,8,-1,8,Benign
53,83.5,66.8,19812,18996.0,100.9489198,16,16,-1,8,Benign
135,0.0,0.0,21136611,12100000.0,0.236556371,168,80,16,40,Infilteration
8080,0.0,0.0,611,611.0,0.0,0,40,2052,20,Bot
80,496.0739299611,494.1511627907,56612550,1119917.0,1.837048499,2092,3072,8192,20,Brute Force -Web
80,77.16129032,74.75,115587471,10000000.0,0.12977185,444,332,8192,20,Benign
80,6.0,4.8,108158654,108158650.0,0.0184913544,64,64,211,32,DoS attacks-Slowloris
80,0.0,0.0,54603935,54600000.0,0.0,0,40,279,20,Benign
80,0.0,0.0,47,47.0,0.0,0,40,2051,20,Brute Force -Web
80,27.3333333333,24.6,108061903,105002890.0,0.0370158205,136,168,26883,32,DoS attacks-Slowloris
445,78.8333333333,72.7692307692,1263851,253385.0,3.956162554,112,152,8192,20,Benign
23031,0.0,0.0,85951483,85951483.0,0.0,0,40,62560,20,Benign
53,148.0,98.6666666667,18049,18049.0,55.4047315641,8,8,-1,8,Benign
443,10.3333333333,7.75,222,171.0,0.0,0,60,257,20,Benign
80,0.0,0.0,3883,3883.0,0.0,0,64,225,32,DoS attacks-Hulk
80,148.8235294118,140.5555555556,107262616,53247774.0,0.027968738,100,456,26883,32,DoS attacks-Slowloris
80,0.0,0.0,1105,1105.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,801.2312703583,798.6298701299,59099496,1023945.0,1.7597442794,2092,4072,8192,20,Brute Force -XSS
42124,161.625,143.6666667,4178146,4084819.0,0.718021821,104,168,237,32,Benign
22,0.0,0.0,6,6.0,166666.666666667,32,32,241,32,SSH-Bruteforce
80,16.0666666667,15.5483870968,115708281,10013223.0,0.120993933,424,332,8192,20,Benign
80,0.0,0.0,2985,2985.0,0.0,0,40,32738,20,DDOS attack-HOIC
50248,171.5714286,150.125,7711,7138.0,259.3697316,40,124,65535,20,Benign
80,0.0,0.0,26756,26756.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,0.0,0.0,4732,4732.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,0.0,0.0,1106,1106.0,0.0,0,40,32738,20,DDOS attack-HOIC
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
53,67.75,54.2,109633,79306.0,18.242682404,16,16,-1,8,Benign
80,177.875,158.1111111111,5005739,5004894.0,0.7990828127,136,136,26883,32,DoS attacks-GoldenEye
80,0.0,0.0,3037820,2015924.0,0.0,0,120,26883,40,DoS attacks-Slowloris
53,73.0,48.66666667,299,299.0,3344.481605,8,8,-1,8,Benign
59352,165.875,147.4444444,4449596,4313841.0,0.674218513,104,168,219,32,Benign
55056,0.0,0.0,247,247.0,4048.582996,20,24,1024,24,Infilteration
3389,181.6666667,170.3125,1667201,953166.0,4.198653912,152,172,8192,20,Benign
80,176.2857143,154.25,24007,13289.0,166.6180697,92,72,65535,20,DDOS attack-HOIC
80,0.0,0.0,22988559,22988559.0,0.0,0,64,226,32,DoS attacks-GoldenEye
80,0.0,0.0,2000558,2000558.0,0.0,0,64,226,32,DoS attacks-GoldenEye
51803,0.0,0.0,57,57.0,0.0,0,40,260,20,Benign
53,77.0,51.3333333333,1143,1143.0,874.8906386702,8,8,-1,8,Benign
80,161.0,143.1111111111,11884943,6880954.0,0.3365603016,136,136,26883,32,DoS attacks-GoldenEye
53,67.0,53.6,36774,35773.0,54.38625116,16,16,-1,8,Infilteration
3389,144.1818181818,137.9130434783,4025853,953138.0,2.2355510745,192,272,8192,20,Benign
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
8080,65.0,56.875,10599,9683.0,377.3940938,92,72,8192,20,Bot
80,0.0,0.0,1635,1635.0,0.0,0,64,225,32,DoS attacks-Hulk
53,92.0,61.3333333333,1176,1176.0,850.3401360544,8,8,-1,8,Benign
445,72.0909090909,66.0833333333,814657,206194.0,6.1375523687,112,132,8192,20,Benign
51894,0.0,0.0,15,15.0,66666.66667,20,20,180,20,Infilteration
79,0.0,0.0,242,242.0,4132.2314049587,20,24,1024,24,Benign
53,102.5,68.33333333,12376,12376.0,80.80155139,8,8,-1,8,Benign
80,0.0,0.0,222,203.0,0.0,0,60,2053,20,Brute Force -XSS
53,122.0,81.33333333,2619,2619.0,381.8251241,8,8,-1,8,Benign
80,0.0,0.0,26973,26973.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,86.15151515,83.61764706,116799910,10000000.0,0.128424756,444,372,8192,20,Benign
18146,0.0,0.0,238063,237919.0,4.200568757,20,40,255,20,Benign
52375,7.75,6.2,106,71.0,9433.962264,20,60,1093,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
80,0.0,0.0,696,696.0,0.0,0,64,225,32,DoS attacks-Hulk
443,0.5416666667,0.52,110139461,10001865.0,0.1089527758,384,240,253,20,Benign
8080,0.0,0.0,505,505.0,0.0,0,40,2052,20,Bot
500,583.3333333333,500.0,89479434,41990288.0,0.0,0,48,-1,8,Brute Force -Web
57904,202.1,183.7272727,4835192,4355620.0,1.034085099,168,168,219,32,Benign
0,0.0,0.0,103463068,19178221.0,0.0,0,0,-1,0,Benign
53,62.5,41.66666667,764,764.0,1308.900524,8,8,-1,8,Benign
80,0.0,0.0,35,35.0,0.0,0,40,256,20,SQL Injection
80,0.0,0.0,8994975,8994975.0,0.0,0,64,226,32,DoS attacks-GoldenEye
80,0.0,0.0,1956252,1956252.0,0.0,0,64,221,32,DoS attacks-GoldenEye
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
445,0.0,0.0,258515,258430.0,3.8682474905,32,72,8192,20,Benign
80,0.0,0.0,1095,1095.0,0.0,0,40,32738,20,DDOS attack-HOIC
80,0.0,0.0,90,90.0,0.0,0,40,279,20,Benign
53654,0.0,0.0,1,1.0,0.0,0,40,168,20,Benign
445,0.0,0.0,106939,106719.0,9.3511254079,32,72,8192,20,Benign
3389,25.72368421,25.61135371,118254378,1932271.0,0.955567159,2260,2300,63607,20,Benign
5355,33.0,22.0,416650,416650.0,0.0,0,16,-1,8,Benign
80,0.0,0.0,100,100.0,0.0,0,40,278,20,Benign
80,0.0,0.0,2332,2332.0,0.0,0,64,225,32,DoS attacks-Hulk
21,0.0,0.0,10,10.0,100000.0,20,40,26883,40,FTP-BruteForce
80,166.125,147.6666666667,5005261,5003472.0,0.7991591248,136,136,26883,32,DoS attacks-GoldenEye
80,126.25,112.2222222222,5008386,4942204.0,0.7986604866,92,92,8192,20,Brute Force -Web
53,94.0,62.66666667,1376,1376.0,726.744186,8,8,-1,8,Benign
22,0.0,0.0,7,7.0,142857.142857143,32,32,241,32,SSH-Bruteforce
80,126.25,112.2222222222,5007211,4950371.0,0.5991359262,72,112,8192,20,Brute Force -Web
80,0.0,0.0,12574630,12574630.0,0.0,0,64,226,32,DoS attacks-GoldenEye
3389,180.8666666667,169.5625,1398289,968811.0,5.0061181916,148,168,8192,20,Benign
34134,162.75,144.6666667,4511319,4419881.0,0.664993985,104,168,237,32,Benign
80,801.2996742671,798.6980519481,56908366,1022059.0,1.8274993171,2092,4072,8192,20,Brute Force -XSS
53,68.0,45.3333333333,348,348.0,2873.5632183908,8,8,-1,8,Benign
52013,7.75,6.2,34,17.0,29411.7647058824,20,60,1005,20,Benign
80,124.875,111.0,5003743,5002706.0,0.799401568,136,136,26883,32,DoS attacks-GoldenEye
50720,25.3333333333,19.0,841,830.0,1189.0606420928,20,40,31,20,Benign
53,73.5,49.0,1756,1756.0,569.476082,8,8,-1,8,Benign
60994,130.4,118.5454545,5268625,4194032.0,0.949014211,176,168,237,32,Benign
52250,0.0,0.0,6,6.0,166666.6667,20,20,180,20,Infilteration
80,158.25,140.6666666667,5961166,5004309.0,0.6710096649,136,136,26883,32,DoS attacks-GoldenEye
53,62.0,41.3333333333,870,870.0,1149.4252873563,8,8,-1,8,Benign
80,0.0,0.0,3031200,2015873.0,0.0,0,120,26883,40,DoS attacks-Slowloris
80,0.0,0.0,128,128.0,0.0,0,40,2047,20,Brute Force -Web
80,0.0,0.0,16061418,16061418.0,0.0,0,64,221,32,DoS attacks-GoldenEye
443,368.875,347.1764706,5167169,5047196.0,1.354706997,152,192,8192,20,Infilteration
53,127.0,84.6666666667,1047,1047.0,955.1098376313,8,8,-1,8,Benign
53,68.5,45.66666667,964,964.0,1037.344398,8,8,-1,8,Infilteration
53463,0.0,0.0,40,40.0,0.0,0,40,0,20,Infilteration
80,801.2410423453,798.6396103896,56971488,1021346.0,1.8254745251,2092,4072,8192,20,Brute Force -XSS
53184,0.0,0.0,2345,2345.0,0.0,0,52,239,20,Benign
80,0.0,0.0,121,121.0,0.0,0,40,2053,20,Brute Force -XSS
53,82.25,65.8,28753,26750.0,69.5579591695,16,16,-1,8,Benign
80,160.375,142.5555555556,11950806,6947398.0,0.3347054584,136,136,26883,32,DoS attacks-GoldenEye
63255,182.4285714,159.625,1390,860.0,1438.848921,40,124,65535,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
80,0.0,0.0,8941098,8941098.0,0.0,0,64,226,32,DoS attacks-GoldenEye
3389,144.8181818182,138.5217391304,4063146,957306.0,1.968917681,172,292,8192,20,Benign
3389,181.6666667,170.3125,2277850,953152.0,3.073073293,152,172,8192,20,Benign
80,178.125,158.3333333333,5029206,5003855.0,0.7953541772,136,136,26883,32,DoS attacks-GoldenEye
80,0.0,0.0,92,92.0,0.0,0,40,279,20,Benign
80,0.0,0.0,1772666,1772666.0,0.0,0,64,226,32,DoS attacks-GoldenEye
80,0.0,0.0,23084257,23084257.0,0.0,0,64,226,32,DoS attacks-GoldenEye
3389,160.7058823529,151.7777777778,1670732,968858.0,4.7883203291,172,204,64240,20,Benign
61112,177.5714286,155.375,16782,16254.0,119.1753069,40,124,65535,20,Benign
45196,154.0,136.8888889,4367823,4293545.0,0.686841019,104,168,219,32,Benign
80,0.0,0.0,3027748,2015988.0,0.0,0,120,26883,40,DoS attacks-Slowloris
80,0.0,0.0,875,875.0,0.0,0,40,2047,20,Brute Force -Web
80,0.0,0.0,8,8.0,0.0,0,40,2047,20,Brute Force -Web
3389,177.2777777778,167.9473684211,2260869,866249.0,3.5384624231,172,212,8192,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
80,6.0,4.8,99999504,99999501.0,0.0200000992,64,64,211,32,DoS attacks-Slowloris
49994,49.0,36.75,45,44.0,0.0,0,60,70,20,Benign
8080,65.0,56.875,13629,12654.0,293.4918189,92,72,8192,20,Bot
3389,181.9333333333,170.5625,3002490,953135.0,2.3313982728,152,172,8192,20,Benign
53,45.5,36.4,125945,125039.0,15.8799475962,16,16,-1,8,Benign
3389,153.9444444,145.8421053,2490560,953170.0,3.613645124,204,192,8192,20,Benign
714,0.0,0.0,250,250.0,4000.0,20,24,1024,24,Infilteration
53,94.0,75.2,194318,111948.0,10.29240729,16,16,-1,8,Benign
63694,0.0,0.0,58,58.0,0.0,0,40,258,20,Benign
500,583.3333333333,500.0,89479486,41986884.0,0.0,0,48,-1,8,Brute Force -Web
53,94.0,62.66666667,624,624.0,1602.564103,8,8,-1,8,Benign
80,158.75,141.1111111111,7009477,6967708.0,0.4279919886,104,168,26883,32,DoS attacks-GoldenEye
80,496.0817120623,494.1589147287,56615031,1352643.0,1.8369679953,2092,3072,8192,20,Brute Force -Web
49536,0.0,0.0,21,21.0,47619.0476190476,20,20,114,20,Benign
57544,158.25,140.6666667,4247700,4193942.0,0.706264567,104,168,237,32,Benign
80,0.0,0.0,3332,3332.0,0.0,0,40,32738,20,DDOS attack-HOIC
8080,0.0,0.0,471,471.0,0.0,0,40,2052,20,Bot
80,140.5555555556,133.1578947368,107517250,53247546.0,0.0279024994,100,496,26883,32,DoS attacks-Slowloris
53,60.0,48.0,33135,31604.0,60.3591368643,16,16,-1,8,Benign
135,0.0,0.0,21030611,12000000.0,0.23774868,168,80,63,40,Infilteration
53,87.5,58.3333333333,278,278.0,3597.1223021583,8,8,-1,8,Benign
67,466.0,310.6666666667,830,830.0,1204.8192771084,8,8,-1,8,Benign
80,0.0,0.0,48215878,48215878.0,0.0,0,64,226,32,DoS attacks-GoldenEye
53,62.0,41.33333333,280,280.0,3571.428571,8,8,-1,8,Benign
53,92.5,61.66666667,32347,32347.0,30.91476798,8,8,-1,8,Benign
21,0.0,0.0,1,1.0,1000000.0,20,40,26883,40,FTP-BruteForce
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
80,0.0,0.0,5649827,5599014.0,0.17699657,32,72,8192,20,Benign
80,34.0,29.75,29117573,29117008.0,0.1030305651,104,136,26883,32,DoS attacks-Slowloris
80,0.0,0.0,2656917,2656917.0,0.0,0,64,226,32,DoS attacks-GoldenEye
52102,0.0,0.0,186,186.0,0.0,0,40,255,20,Benign
53,93.0,62.0,11216,11216.0,89.1583452211,8,8,-1,8,Benign
80,32.00031435,32.0,119746576,977837.0,0.0,0,814384,-1,8,DDOS attack-LOIC-UDP
23,0.0,0.0,19,19.0,52631.57895,20,20,14600,20,Benign
53,74.0,49.3333333333,254,254.0,3937.0078740158,8,8,-1,8,Benign
80,32.00032413,32.0,119831435,607360.0,0.0,0,789800,-1,8,DDOS attack-LOIC-UDP
443,148.2592593,142.9642857,117533992,58900000.0,0.1106063,272,304,8192,20,Benign
3389,169.3125,159.3529412,16543110,14700000.0,0.483585009,172,172,8192,20,Benign
0,0.0,0.0,2718671,2656183.0,1.47130712,0,0,-1,0,Infilteration
80,181.875,161.6666666667,6741700,6687845.0,0.4449916193,104,168,26883,32,DoS attacks-GoldenEye
443,35.8333333333,30.7142857143,54108307,54045638.0,0.0184814505,20,100,256,20,Benign
80,0.0,0.0,2365,2365.0,0.0,0,40,32738,20,DDOS attack-HOIC
38789,0.0,0.0,4193066,4193066.0,0.0,0,80,65535,40,Benign
2033,0.0,0.0,249,249.0,4016.064257,20,24,1024,24,Infilteration
14003,0.0,0.0,86268653,86268653.0,0.0,0,40,62558,20,Benign
38722,153.25,136.2222222,4457257,4352513.0,0.673059687,104,168,219,32,Benign
80,0.0,0.0,81,81.0,0.0,0,40,278,20,Benign
53,111.5,74.3333333333,36704,36704.0,27.2449869224,8,8,-1,8,Benign
80,464.0476190476,456.796875,13197494,1065631.0,1.8942990237,512,772,8192,20,Brute Force -Web
53,140.5,93.66666667,371,371.0,2695.41779,8,8,-1,8,Benign
53,62.5,41.6666666667,11490,11490.0,87.0322019147,8,8,-1,8,Benign
51931,0.0,0.0,33,33.0,0.0,0,40,256,20,Benign
80,178.2857143,156.0,12417,11206.0,322.139003,92,72,65535,20,DDOS attack-HOIC
80,0.0,0.0,4283,4283.0,0.0,0,40,32738,20,DDOS attack-HOIC
53,92.0,61.3333333333,1096,1096.0,912.4087591241,8,8,-1,8,Benign
500,583.3333333333,500.0,89479621,41990396.0,0.0,0,48,-1,8,Brute Force -Web
3389,171.5,162.4736842,2874607,953229.0,3.130862758,204,192,8192,20,Benign
80,0.0,0.0,320,320.0,0.0,0,64,225,32,DoS attacks-Hulk
80,0.0,0.0,14660187,14660187.0,0.0,0,64,226,32,DoS attacks-GoldenEye
53,105.0,70.0,299,299.0,3344.4816053512,8,8,-1,8,Benign
443,554.6666667,545.1034483,115260116,10000000.0,0.31233701,864,432,8192,20,Benign
443,312.2142857,291.4,20666784,20400000.0,0.387094576,172,132,8192,20,Infilteration
80,0.0,0.0,60661,60661.0,0.0,0,64,225,32,DoS attacks-Hulk
443,0.0,0.0,413,413.0,0.0,0,40,256,20,Benign
53,66.5,44.33333333,318,318.0,3144.654088,8,8,-1,8,Benign
3389,204.8421053,194.6,5671984,3428980.0,1.410441214,172,232,8192,20,Benign
3389,142.5789474,135.45,2682380,998216.0,4.100835825,232,172,8192,20,Benign
80,0.0,0.0,12,12.0,0.0,0,40,2051,20,Brute Force -Web
443,850.8222222222,844.5661764706,118732057,59540302.0,0.7411646208,1772,952,8192,20,Benign
80,801.2214983713,798.6201298701,57063595,1021426.0,1.8225280058,2092,4072,8192,20,Brute Force -XSS
443,312.1428571429,291.3333333333,20844990,20517232.0,0.3837852645,172,132,8192,20,Benign
8080,65.0,56.875,9850,9012.0,406.0913706,92,72,8192,20,Bot
80,177.875,158.1111111111,5005739,5004894.0,0.7990828127,136,136,26883,32,DoS attacks-GoldenEye
80,0.0,0.0,3047844,2016007.0,0.0,0,120,26883,40,DoS attacks-Slowloris
443,33.5,28.71428571,128939,64380.0,23.26681609,64,72,8192,20,Infilteration
80,126.25,112.2222222222,5004208,4939097.0,0.5994954646,72,112,8192,20,Brute Force -Web
21,0.0,0.0,3,3.0,333333.3333,20,40,26883,40,DoS attacks-SlowHTTPTest
53,120.75,96.6,149410,98970.0,13.3859848738,16,16,-1,8,Benign
49362,180.0,157.5,6448,5951.0,310.1736973,40,124,65535,20,Benign
443,0.0,0.0,97,97.0,0.0,0,40,255,20,Benign
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,DoS attacks-SlowHTTPTest
80,0.0,0.0,142,142.0,0.0,0,40,2047,20,Brute Force -Web
50694,0.0,0.0,4994493,4994459.0,0.4004410458,40,32,65535,32,Benign
53,92.5,61.6666666667,2181,2181.0,458.5052728106,8,8,-1,8,Benign
53,119.5,79.6666666667,28576,28576.0,34.9944008959,8,8,-1,8,Benign
80,496.046692607,494.1240310078,56246071,1095311.0,1.8490180407,2092,3072,8192,20,Brute Force -Web
53,77.0,51.3333333333,263,263.0,3802.2813688213,8,8,-1,8,Benign
52188,0.0,0.0,86281582,86300000.0,0.0,0,40,64000,20,Benign
21,0.0,0.0,3,3.0,333333.3333,20,40,26883,40,DoS attacks-SlowHTTPTest
21,0.0,0.0,2,2.0,500000.0,20,40,26883,40,FTP-BruteForce
53,87.5,58.33333333,288,288.0,3472.222222,8,8,-1,8,Benign
80,0.0,0.0,140,140.0,0.0,0,40,2047,20,Brute Force -Web
80,38.36666667,37.12903226,115834746,10000000.0,0.120861835,424,332,8192,20,Benign
53,94.0,62.6666666667,1189,1189.0,841.0428931876,8,8,-1,8,Benign
80,181.25,161.1111111111,11727583,6725488.0,0.3410762473,136,136,26883,32,DoS attacks-GoldenEye
80,496.0700389105,494.1472868217,57340844,1351203.0,1.8137158916,2092,3072,8192,20,Brute Force -Web
0,0.0,0.0,116236877,5093561.0,0.0,0,0,-1,0,Benign
80,126.25,112.2222222222,5005759,4937697.0,0.5993097151,72,112,8192,20,Brute Force -Web
52672,0.0,0.0,1,1.0,0.0,0,40,4998,20,Benign
80,146.125,129.8888888889,11971516,6967864.0,0.3341264381,136,136,26883,32,DoS attacks-GoldenEye
80,0.0,0.0,5558,5558.0,0.0,0,64,225,32,DoS attacks-Hulk
22,0.0,0.0,7,7.0,142857.142857143,32,32,241,32,SSH-Bruteforce
80,148.8235294118,140.5555555556,107840136,53271089.0,0.027818956,100,456,26883,32,DoS attacks-Slowloris
80,177.375,157.6666666667,12001086,6995683.0,0.3333031694,136,136,26883,32,DoS attacks-GoldenEye
80,185.5,164.8888888889,330369,187189.0,9.0807551556,104,168,26883,32,DoS attacks-GoldenEye
80,32.00022122,32.0,119663520,574611.0,0.0,0,1157232,-1,8,DDOS attack-LOIC-UDP
80,0.0,0.0,2000558,2000558.0,0.0,0,64,226,32,DoS attacks-GoldenEye
22,0.0,0.0,30999414,16000000.0,0.322586743,368,180,4,36,Benign
53,74.0,49.33333333,375,375.0,2666.666667,8,8,-1,8,Benign
53,93.5,62.3333333333,1204,1204.0,830.5647840532,8,8,-1,8,Benign
20790,0.0,0.0,85994813,85994813.0,0.0,0,40,62559,20,Benign
8080,65.0,56.875,11557,10667.0,346.1105823,92,72,8192,20,Bot
443,170.5172413793,164.8333333333,63011047,10142245.0,0.2221832626,364,312,8192,20,Benign
80,0.0,0.0,84,84.0,0.0,0,40,278,20,Benign
51327,20.66666667,15.5,45,25.0,22222.22222,20,40,946,20,Benign
50713,0.0,0.0,8,8.0,125000.0,20,20,946,20,Benign
80,0.0,0.0,3031633,2015917.0,0.0,0,120,26883,40,DoS attacks-Slowloris
53,96.0,64.0,400,400.0,2500.0,8,8,-1,8,Benign
53,71.0,47.33333333,273,273.0,3663.003663,8,8,-1,8,Benign
21,0.0,0.0,3,3.0,333333.3333,20,40,26883,40,DoS attacks-SlowHTTPTest
9200,0.0,0.0,2,2.0,500000.0,20,24,1024,24,Infilteration
3389,143.6315789,136.45,5693927,3593211.0,1.229380004,152,252,8192,20,Benign
